read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len
6ca7a7c2-2fcd-46be-b855-a5ac1288868d,201,2021-05-20T13:04:46Z,barcode02,*,0,0,0,0,0
416f8731-ac12-452b-8898-fb54106da6c0,296,2021-05-20T13:06:28Z,barcode02,*,0,0,0,0,0
c8a002b8-08c9-41dd-a7b1-51002708d626,261,2021-05-20T13:11:41Z,barcode02,*,0,0,0,0,0
1854afde-907a-47cf-98e4-e3bf3b0201f7,199,2021-05-20T13:17:08Z,barcode02,*,0,0,0,0,0
f569e201-3dba-422b-8adc-f15313138c8b,205,2021-05-20T13:21:55Z,barcode02,*,0,0,0,0,0
5935dfed-b6ad-4788-89bf-4b22ae61ca37,201,2021-05-20T13:24:34Z,barcode02,*,0,0,0,0,0
124d7d98-58be-4355-a532-50122b7b3675,314,2021-05-20T13:57:34Z,barcode02,*,0,0,0,0,0
a200439f-fff3-4050-b81c-becf554f68cd,270,2021-05-20T14:13:30Z,barcode02,*,0,0,0,0,0
4d09d730-80eb-417c-a07d-ebd84bfdd52f,220,2021-05-20T14:21:54Z,barcode02,*,0,0,0,0,0
1cf4e6ff-39fd-4178-8f5f-667efd8356cb,195,2021-05-20T14:29:22Z,barcode02,*,0,0,0,0,0
6cd056d7-d749-4fa7-aff8-4e7dbf5b22c6,218,2021-05-20T14:34:31Z,barcode02,*,0,0,0,0,0
b693efff-c00f-4572-9fe2-f08ad815d25d,205,2021-05-20T14:45:25Z,barcode02,*,0,0,0,0,0
ce5969ae-07ce-4833-bcb3-b9ec9e32fece,199,2021-05-20T14:47:07Z,barcode02,*,0,0,0,0,0
e9c3ad21-cfbb-4e14-9518-23aeda79c613,164,2021-05-20T14:59:30Z,barcode02,*,0,0,0,0,0
9287891e-7a34-46f3-a6d5-036c48ca1d0a,278,2021-05-20T14:59:31Z,barcode02,*,0,0,0,0,0
64225923-9412-44c3-aeb7-e05aa89bfd50,212,2021-05-20T15:07:38Z,barcode02,*,0,0,0,0,0
dcbe933f-3606-49bf-a9c1-57b5ed6120ec,217,2021-05-20T15:13:52Z,barcode02,*,0,0,0,0,0
16f2048e-7aba-45dc-a286-42599f3343cb,200,2021-05-20T15:21:47Z,barcode02,*,0,0,0,0,0
ce3d20f1-0356-4361-b2a3-6962c127b200,183,2021-05-20T15:37:06Z,barcode02,*,0,0,0,0,0
93c8dba3-704c-4878-9677-6cbe9c628ba4,210,2021-05-20T15:45:17Z,barcode02,*,0,0,0,0,0
4c24278b-f5ec-4663-939a-c04b859ca8a2,201,2021-05-20T15:45:18Z,barcode02,*,0,0,0,0,0
a6ac4491-adbb-4ff0-b7a1-51fab2766222,256,2021-05-20T15:53:21Z,barcode02,*,0,0,0,0,0
152d0467-536b-44a4-b592-10b6ccbb34b9,201,2021-05-20T16:07:16Z,barcode02,*,0,0,0,0,0
7f7f44b3-7b04-4999-8009-a82fdb7e6a04,279,2021-05-20T16:37:40Z,barcode02,*,0,0,0,0,0
a51baa4e-4a8a-4c69-87a3-6d8891d9ebe0,209,2021-05-20T16:40:47Z,barcode02,*,0,0,0,0,0
5cdc2601-e177-4280-8ff8-907e25e76c83,231,2021-05-20T16:42:33Z,barcode02,*,0,0,0,0,0
6c5c857e-9d5d-4153-9616-5fa032f01460,182,2021-05-20T17:03:26Z,barcode02,*,0,0,0,0,0
da77a8df-d7a6-43a2-94f0-d62b67c0a7cf,185,2021-05-20T17:10:40Z,barcode02,*,0,0,0,0,0
b57bf8dd-ddd0-43c4-a64d-b5ffbb3b9b5e,228,2021-05-20T17:10:55Z,barcode02,*,0,0,0,0,0
1565d4ec-70f0-4913-b8b0-9202df2bcb41,223,2021-05-20T17:15:21Z,barcode02,*,0,0,0,0,0
301009d6-0b4a-4c8d-ac8b-96b36deba649,205,2021-05-20T17:17:53Z,barcode02,*,0,0,0,0,0
eaa05786-79c3-42f2-b1d9-0b8d4f6bc891,223,2021-05-20T17:27:45Z,barcode02,*,0,0,0,0,0
4a413ea2-1543-4b28-aa55-b6a6c6cc54e3,172,2021-05-20T17:28:27Z,barcode02,*,0,0,0,0,0
08da1424-23ba-475a-853e-889a7db68044,185,2021-05-20T17:29:54Z,barcode02,*,0,0,0,0,0
b71aa107-70a8-41a0-a47c-f3112d647b1e,171,2021-05-20T17:40:57Z,barcode02,*,0,0,0,0,0
8416b959-5a96-40c6-9c84-713301d3e23c,210,2021-05-20T17:48:27Z,barcode02,*,0,0,0,0,0
7a280e58-fa85-428c-9de4-e9437f3eb452,288,2021-05-20T17:50:59Z,barcode02,*,0,0,0,0,0
42c978f6-0be7-4b77-bf58-a87ffedc8ca6,169,2021-05-20T17:56:00Z,barcode02,*,0,0,0,0,0
11680d3c-595a-4ad3-bf7b-fd579ae6d880,202,2021-05-20T18:10:54Z,barcode02,*,0,0,0,0,0
13e8156b-c755-40d7-bb43-d233fd465a85,171,2021-05-20T18:19:38Z,barcode02,*,0,0,0,0,0
df2d6bc8-83d7-460f-b958-5c54c1714a66,222,2021-05-20T18:25:44Z,barcode02,*,0,0,0,0,0
