read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len
5e8c08e2-de6b-4f1e-9352-57f25b71acc9,595,2021-05-20T12:19:38Z,barcode04,*,0,0,0,0,0
0e7a4d08-e866-49d0-adb2-2b3804a5d364,528,2021-05-20T12:19:38Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18253,18668,387,400
51e8c0ab-4c3b-43b6-a0dc-ee594ea1093a,514,2021-05-20T12:19:38Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27141,27533,383,388
57766907-cb53-4035-b250-96e093c96daf,501,2021-05-20T12:19:40Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26520,26913,378,387
e3c4ff56-f7fa-49b0-9024-2e4ce02895d2,502,2021-05-20T12:19:40Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,23134,23523,374,381
a2fd9ea2-d09b-43ef-b77f-e62c2648fdd2,504,2021-05-20T12:19:40Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1263,1652,381,385
a3526e67-2d85-4f05-bad7-b900ea357653,496,2021-05-20T12:19:42Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,10075,10460,342,369
4b08595a-24e4-4ca9-ad28-482fd537379e,503,2021-05-20T12:19:41Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1573,1964,377,382
965e89af-423b-4e10-a70e-fcecb2bb81dd,521,2021-05-20T12:19:41Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,23122,23523,397,400
31985034-1f17-4b97-a711-41579376b57b,485,2021-05-20T12:19:41Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,7034,7404,354,363
22673239-9fa5-45e2-a1c2-5443b84ef443,524,2021-05-20T12:19:41Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1242,1652,402,403
8190454a-399f-4ac5-8234-701d0bf1d147,248,2021-05-20T12:19:43Z,barcode04,*,0,0,0,0,0
925d4923-7e26-4794-aa4b-27a0afb0599e,510,2021-05-20T12:19:43Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,25279,25673,370,385
fbd9c37c-8195-45dc-be11-2586a9f468e1,499,2021-05-20T12:19:43Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,10075,10460,352,370
1c60f229-31f2-4227-9ccb-8428ba946220,479,2021-05-20T12:19:43Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,12443,12803,332,345
734412b6-9a79-46ee-8231-f27068704a5e,502,2021-05-20T12:19:44Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,12114,12490,358,365
e26b217c-4ad6-49f8-97aa-80db6e78e726,513,2021-05-20T12:19:47Z,barcode04,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24978,25369,378,382
