read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len
3a7e7087-7ebb-4861-906c-d5b893dd5183,495,2021-05-20T12:19:38Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28081,28462,351,365
1394c77d-26e0-40cd-863d-6844bf5450ba,502,2021-05-20T12:19:38Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,2826,3209,366,371
b93dca05-bc71-4381-8c7e-978df3fcc7e4,510,2021-05-20T12:19:38Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,23132,23523,356,376
58c1bd66-e395-4ac7-97f1-6a5a33dc9e69,517,2021-05-20T12:19:38Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,320,723,390,393
535a7c2c-a84b-412d-a28c-f268fe8fbb94,508,2021-05-20T12:19:40Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26529,26911,361,369
94fc3863-d4f3-49fe-93f1-d98d17b15717,504,2021-05-20T12:19:39Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,16748,17153,371,381
2dbce1d8-3960-41f6-a318-ab6cea93f210,516,2021-05-20T12:19:40Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,4294,4685,381,385
a617c378-3d21-42b2-864b-5ab1fddd5f74,492,2021-05-20T12:19:41Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,4053,4425,366,367
9aa6a16c-d98a-4e12-a201-c91f9d67553a,501,2021-05-20T12:19:42Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,7034,7415,366,376
147bb8a2-7256-42f5-8e68-cca235a9d769,505,2021-05-20T12:19:41Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,645,1028,362,373
72bafd71-e068-46ce-bd30-5062f60b2b08,508,2021-05-20T12:19:41Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,331,726,379,383
c7787463-d9e3-47a8-bbab-a321ff0b8686,517,2021-05-20T12:19:42Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,943,1337,383,387
292dc043-ecd4-4e19-a6f4-8bef46942de7,512,2021-05-20T12:19:42Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,943,1337,380,391
bba290ff-6697-4796-8985-cb1c1c404c85,480,2021-05-20T12:19:43Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18624,18980,349,354
2b1b8b29-ff7d-415c-b734-11402766d94b,514,2021-05-20T12:19:44Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28985,29379,375,382
9dc14c8c-494d-40e2-9140-145b9153af03,497,2021-05-20T12:19:44Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15831,16197,352,358
ba65f19c-f972-4c3d-bca3-5d618fbd651e,501,2021-05-20T12:19:45Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,5257,5645,374,382
99bc2e5d-022f-400b-bbc5-8b5d315b3c1d,504,2021-05-20T12:19:45Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,21356,21744,382,383
5e59c53e-ec44-4006-ad33-44666bd3409f,503,2021-05-20T12:19:45Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17679,18062,352,369
bebb5e71-52c9-44f6-8746-31be448fa955,506,2021-05-20T12:19:46Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14207,14601,378,384
e63c248d-2357-44c2-a7a9-fd55aa37afcd,495,2021-05-20T12:19:46Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,9476,9859,365,370
f44dcb33-e574-46b1-86c0-5c440e22f1b6,508,2021-05-20T12:19:44Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1875,2267,377,388
d7c900d6-a8a9-4e87-b8cb-334acf6a28df,502,2021-05-20T12:19:46Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11863,12256,354,375
0f44a84e-d037-472b-9380-96288ad2502a,495,2021-05-20T12:19:48Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27144,27533,367,377
078404f6-e1c2-4945-8db4-142e41e6212f,488,2021-05-20T12:19:47Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1578,1964,344,359
ae6667c9-2ab9-4002-8742-f7876c3d9dfb,482,2021-05-20T12:19:45Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17981,18342,342,353
9090e08d-a6d5-4e7f-8ff2-33dbbb3eb3cf,503,2021-05-20T12:19:47Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,12710,13097,371,376
a3f8a356-b91e-447b-9680-6d20af3dff13,494,2021-05-20T12:19:47Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24697,25076,348,361
d395d9d9-cb93-4bc6-8d9d-87e815bc782b,506,2021-05-20T12:19:49Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17680,18062,358,368
e7afcbc7-2cf9-4b4d-8577-842259537ea5,500,2021-05-20T12:19:49Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18596,18980,351,371
bf9a6a06-715a-4ab6-b621-f57c43c6792c,508,2021-05-20T12:20:02Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17064,17452,371,381
770d0acb-f0a8-4f39-a64f-e2036ea1fca3,512,2021-05-20T12:20:02Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,20786,21169,376,380
a321995f-01c0-4e0f-b6d8-4bef8eecbb76,496,2021-05-20T12:20:03Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13005,13385,367,375
44f82fb5-eb16-4e8a-8691-57127394b19e,494,2021-05-20T12:20:03Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26835,27215,345,363
59c9dec6-75e5-400e-b791-53de9a88c303,507,2021-05-20T12:20:06Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,3143,3531,366,379
f7d6f7ba-e1c6-4c11-9215-6aefb54c47ed,554,2021-05-20T12:20:06Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18895,19298,382,392
05f98f36-38fc-44b2-bfbc-3c8b4a987c05,494,2021-05-20T12:20:08Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,9476,9859,367,377
d21c1cab-016b-4365-8a6a-945bdcdc3b50,510,2021-05-20T12:20:07Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27141,27533,374,383
66609417-8fad-4d5b-832e-5eb5233b2e8b,508,2021-05-20T12:20:09Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15827,16210,373,379
eb2fb52c-7576-480a-b805-fa197d4e9597,458,2021-05-20T12:20:10Z,barcode14,?,29904,0,0,167,177
ab3b99c6-c7f4-4b78-b567-090b66942d00,487,2021-05-20T12:20:12Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1574,1964,368,376
57e5c522-32b2-446f-88f6-19d09a52f2ae,497,2021-05-20T12:20:13Z,barcode14,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,12710,13097,371,378
