read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len
791e4188-3705-46a7-b11e-d7ef3e2cbf35,522,2021-05-20T12:19:38Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18253,18653,381,391
0603681d-1ea3-4759-ab1e-7955f8c3217b,518,2021-05-20T12:19:38Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11355,11677,303,317
2d9c7faa-69ec-45c7-b135-bd371b3fc0df,534,2021-05-20T12:19:38Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,22797,23212,394,403
42e00da1-48b1-4b46-9012-5bf5ea6234d9,506,2021-05-20T12:19:39Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17064,17448,357,369
01d29d6d-d67a-4d78-8012-d463a26020fd,483,2021-05-20T12:19:40Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,7978,8341,344,356
542516ce-5b1f-4c26-8aaa-d980def7dca5,505,2021-05-20T12:19:40Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28081,28464,354,370
eb670bb5-eaa3-4332-af34-be579f5319f7,496,2021-05-20T12:19:40Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,22262,22650,354,372
3bee55c3-35ff-4f2e-9d80-b8c6a12e7062,516,2021-05-20T12:19:40Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24390,24790,389,392
55d046ea-e61d-4dae-b1af-03eaaf13388c,509,2021-05-20T12:19:40Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26197,26591,382,387
ad34616b-80eb-4b86-8175-69c5431d8e87,515,2021-05-20T12:19:41Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14207,14593,368,375
a5d62167-9788-47f5-a66f-2e82017f4fd4,509,2021-05-20T12:19:42Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24978,25369,380,387
6990b0a3-1b33-4ee3-bdd4-35800d3b1eb3,499,2021-05-20T12:19:42Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26835,27227,379,384
a4a9d688-c474-48a6-ba48-03515bb9c065,495,2021-05-20T12:19:43Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15827,16210,361,373
7b4039d8-ff77-4274-8bf5-e2b3b6351393,509,2021-05-20T12:19:42Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26198,26591,376,382
c841d4af-9a57-4a09-8ac0-093f58f341eb,522,2021-05-20T12:19:43Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,7944,8341,381,396
9a953040-b252-4fbe-8d45-3250c0b70321,511,2021-05-20T12:19:44Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27145,27525,371,373
1928a799-748e-4946-b12a-1a95b46de5f4,499,2021-05-20T12:19:43Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28080,28464,366,377
43c2fcab-292f-4740-b981-7bbb670e9fdc,511,2021-05-20T12:19:44Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,943,1337,371,384
1e576a2c-d06c-4cbd-aca0-e0cffaa61334,510,2021-05-20T12:19:45Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24383,24790,383,395
4a71d881-829b-4aa9-8810-fdc4d748f87d,482,2021-05-20T12:19:45Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,2537,2905,353,362
17560621-2b8a-450c-87e1-330c2f1bbb56,500,2021-05-20T12:19:46Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,10998,11395,378,380
362a4f0f-5b7b-45cc-ac0d-e68c011277dd,507,2021-05-20T12:19:47Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,10998,11395,371,380
ed8c3e29-1f80-483d-b8c3-01cc363df726,526,2021-05-20T12:19:46Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,7946,8341,389,394
815d435b-0827-4f05-a70d-fa51a93f539f,508,2021-05-20T12:19:47Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17674,18061,369,382
ae902b3c-e131-4831-a05a-838fc0a733b8,459,2021-05-20T12:19:48Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,21106,21456,333,337
63584de9-9ebd-4be5-bf76-98e5e811e916,504,2021-05-20T12:19:48Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14207,14601,391,394
4656c0c4-5514-441a-a24a-83f8b24b8890,507,2021-05-20T12:19:47Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26835,27227,368,378
aacb9fc9-3bbb-4dc1-ab84-07de2c86a8e9,524,2021-05-20T12:19:48Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,943,1337,385,391
83e64c2d-5a23-4298-820d-051a575e1ad2,504,2021-05-20T12:19:49Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17064,17452,381,383
bb89896a-6368-4f36-98d7-a055571930ce,493,2021-05-20T12:19:49Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17966,18349,362,368
4c1f2893-9aa7-4098-a860-384ea85e711f,515,2021-05-20T12:20:02Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17674,18061,356,375
80ef91c4-31b6-451d-bd3c-116e57b16c4e,515,2021-05-20T12:20:02Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11306,11693,375,382
068aba35-92d8-42dc-8147-8903206fe195,496,2021-05-20T12:20:02Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27795,28173,362,371
ba23cc24-c3db-4445-836b-7758919f8a4b,502,2021-05-20T12:20:02Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,8595,8983,370,378
98fb7b53-6f98-4c0c-afc2-ad02383f4b69,505,2021-05-20T12:20:02Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,6167,6548,371,377
b8fd4629-4739-4373-ad50-7f9794d53879,480,2021-05-20T12:20:03Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,8603,8983,352,358
a432f18e-1fad-4e66-bc46-458a895cd651,511,2021-05-20T12:20:04Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,19548,19939,373,380
38008fc3-140c-43ed-87ff-d94cceaa8300,513,2021-05-20T12:20:03Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,5563,5958,377,389
d6286cdf-00f2-45fe-8812-07461d189942,509,2021-05-20T12:20:04Z,barcode16,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,21074,21456,367,375
