read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len
1103fe39-1976-4442-8fd5-113d38f374ad,505,2021-05-20T12:19:39Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,22515,22904,377,383
e1efc9ce-a0c8-4b7e-9684-d2242a55d479,518,2021-05-20T12:19:39Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,7942,8341,390,396
98556698-8caf-4d3c-8992-63e723c66c89,516,2021-05-20T12:19:41Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24376,24790,396,407
1c268088-a35c-4cd9-b16c-e0a7012b3fdd,519,2021-05-20T12:19:40Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,19843,20255,390,397
5eb3cf0a-8db1-4f7e-af0a-3623cd441e8c,508,2021-05-20T12:19:41Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17381,17761,378,380
cfc841d3-3718-4a54-ae5b-627a0bece257,494,2021-05-20T12:19:40Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14864,15231,350,362
5ae7b53b-6273-448f-8152-3dd07cc588f9,511,2021-05-20T12:19:41Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24382,24790,399,404
ab12a6e4-9022-4da0-8f83-166e69cd724b,536,2021-05-20T12:19:41Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15477,15887,400,407
b887e088-abef-4ec1-9e9d-e8a4f55516ef,476,2021-05-20T12:19:42Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,6167,6548,342,361
e6b118b4-f5d3-4ad0-af13-5bde552583af,497,2021-05-20T12:19:44Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,22797,23189,340,360
f992bb34-d9d8-41c6-b5cd-42d1e0ddfa1e,477,2021-05-20T12:19:43Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,7034,7384,321,330
10566668-0045-4ca5-b39a-366b14058a17,524,2021-05-20T12:19:44Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,22797,23212,392,401
2f9dc44e-f84d-4a7b-8a6b-a6a74779461c,502,2021-05-20T12:19:44Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27142,27533,369,377
dc6d7ede-b5b8-4f32-94d0-6e84cf42aa55,523,2021-05-20T12:19:44Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1242,1652,386,399
f4f0b8d7-200a-4745-b095-a83c67129fb9,519,2021-05-20T12:19:44Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,320,724,388,397
4ea6ddfb-1c07-4c5f-aa9f-ecd2781b2235,501,2021-05-20T12:19:47Z,barcode27,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,12417,12802,361,373
