read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len
b5c99c32-6c7e-4a00-8912-5ae4d2bcf712,511,2021-05-20T12:29:46Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14207,14601,360,377
ec04ab10-a362-497d-aeb1-1051f2af5bb3,494,2021-05-20T12:30:58Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,30,410,359,372
1e3624db-2c0c-47f4-ab3f-578c823d30a4,489,2021-05-20T12:57:23Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,9481,9859,353,365
6649bea7-200b-4d79-9595-761e7f53136e,503,2021-05-20T13:06:01Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,19565,19939,356,362
9dc8fa40-91b8-496e-a6cd-35177f1831df,485,2021-05-20T13:20:30Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17966,18331,330,348
33189f19-9fc2-444b-a6fe-53fb653afa32,164,2021-05-20T13:37:53Z,barcode17,*,0,0,0,0,0
dfa13ac6-89e6-4f55-9308-05cb1f7d3280,504,2021-05-20T13:42:39Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,3773,4164,375,377
019cfcb8-9e58-4dae-b59c-3b2c07b49400,529,2021-05-20T14:09:16Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,320,726,389,396
c0a7e766-f065-4338-9141-3d849aab6a9c,253,2021-05-20T14:19:17Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11555,11688,125,128
93a0dedc-66b9-4d3e-b207-480fdc1cc235,495,2021-05-20T14:41:45Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13918,14299,377,381
298e2581-b1cc-4c3e-9eab-e8fd3220a1ee,671,2021-05-20T15:00:50Z,barcode17,?,29904,0,0,335,338
b8942337-4179-4804-86d1-cb6a8e839090,359,2021-05-20T15:17:50Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28254,28463,193,201
bb7cc285-129d-489f-bed6-8cd682fa5c83,506,2021-05-20T15:42:28Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,12417,12802,362,369
60ac43f0-a2a2-46ab-af29-6b16dc1e680c,475,2021-05-20T16:21:01Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13007,13376,341,350
c75b785f-bec4-4b04-90ea-b133da766d70,509,2021-05-20T16:48:03Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17381,17761,354,366
a05e8fbc-3255-47db-8358-db9824e31a14,229,2021-05-20T16:54:29Z,barcode17,*,0,0,0,0,0
30935fe0-bba0-4e18-a31b-9e88cf2a1c21,502,2021-05-20T17:09:41Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,6167,6548,379,380
405cb1eb-4828-4e9e-b88e-ee774a442041,495,2021-05-20T17:36:50Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,4053,4425,364,367
50f79a86-2468-4bbb-816d-58dcaf3adcf6,509,2021-05-20T17:54:03Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15827,16208,364,374
645f1e6d-7603-4978-a4cb-14a4678a8863,517,2021-05-20T17:56:01Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1573,1959,382,384
79f61a04-2707-48b1-93ce-a29fe231018b,501,2021-05-20T18:07:20Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24978,25367,368,380
ad093c58-969d-4695-a3a2-5c59510370f1,449,2021-05-20T18:26:24Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,22262,22591,322,324
0fadd03e-7ef7-4f36-bbd9-133a905ba3d7,500,2021-05-20T18:37:45Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28985,29379,373,381
ded60815-4b45-437c-9e9f-edf8446a3c29,731,2021-05-20T18:50:55Z,barcode17,?,29904,0,0,314,320
1e38e322-d6bc-40dd-a7f2-83f43c5cf51f,505,2021-05-20T19:03:15Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15827,16210,370,378
75bc7fe8-885d-44ec-8721-95bfc8c892de,506,2021-05-20T19:37:30Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,21960,22346,377,378
a8bf90b6-bfd1-4a38-82d5-19fdefad02fd,487,2021-05-20T19:39:17Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,9501,9859,345,353
345f21fb-d2ae-4f69-a62d-d8c3dd699602,364,2021-05-20T19:39:25Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28254,28464,198,206
87bce87d-2683-45e4-88c9-42010f95a125,525,2021-05-20T19:39:49Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15478,15887,400,402
20f2a9ba-4d8c-4b21-bcce-e19ff1f28dea,480,2021-05-20T19:43:56Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15827,16210,332,354
b298db56-cd25-4682-a174-841ddd03193e,477,2021-05-20T20:15:11Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,5262,5645,352,358
454e7129-fec7-4fc2-a842-4a9c5820609e,505,2021-05-20T20:21:05Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1573,1964,373,378
edbc6299-140a-4894-87d6-1bfaaed26a06,506,2021-05-20T20:31:44Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,949,1336,351,365
091acccb-cd7e-43b7-b9fd-96594b272bcb,477,2021-05-20T20:45:02Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1573,1962,330,353
e0e27f9e-aaa1-4208-a5ed-1790e1ec02f8,512,2021-05-20T21:08:35Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14872,15247,354,371
69b2ce5c-586a-4c58-a834-16121f880991,505,2021-05-20T21:20:56Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28081,28464,359,374
256d737c-797d-4d17-9a67-785cb80888bf,454,2021-05-20T21:25:36Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1573,1766,179,181
0c2bee31-dcda-42cb-9911-1ceae0e197c4,511,2021-05-20T21:42:40Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13598,13984,376,381
e3f9fbf6-64e5-41d2-bd71-2420e405b827,495,2021-05-20T21:52:42Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17966,18349,365,374
6af863df-8403-4e79-b577-d56215c487e3,524,2021-05-20T22:04:23Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,943,1337,380,386
6f4e2369-a639-45e3-bd6a-6f75f064fc22,495,2021-05-20T22:28:43Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17064,17450,371,382
57d274e3-0bf9-48dc-b786-1df861e12697,494,2021-05-20T22:59:28Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13918,14299,353,372
d15b4fc1-82c1-4fb2-ad50-6c4beee0a2ce,516,2021-05-20T23:42:34Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15481,15881,380,388
259b0ae5-d4a4-4397-ba73-a673587c3e6f,525,2021-05-21T00:02:57Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18895,19298,388,400
55481efd-520f-4263-a0af-a6311ecc28e0,475,2021-05-21T00:09:14Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,22262,22628,351,358
3200603d-cf91-454e-baa5-3fab95f480de,469,2021-05-21T00:20:51Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,21960,22320,335,345
dd0ea19d-655c-4a0a-8833-f4b2a6ddc31d,517,2021-05-21T00:26:17Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,4296,4683,353,371
7c57dcca-5593-42d6-9b84-79a8f666755c,504,2021-05-21T00:36:32Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14207,14601,382,383
744854db-0d3f-4576-97e9-cd1eea807f5a,526,2021-05-21T00:38:13Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,320,726,396,399
2d81eff4-a2d4-4c5d-8f90-1000cc9b2fe5,531,2021-05-21T00:46:22Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15477,15887,395,399
05290d9f-acc1-4ace-871d-55fad475d152,481,2021-05-21T01:05:47Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13323,13689,353,356
509dd39b-7846-44bf-b876-6d341594fcba,488,2021-05-21T01:05:51Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,12710,13097,362,372
02084631-90a5-4494-beb0-984c9a0c7073,498,2021-05-21T01:27:32Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15827,16210,364,375
fd61e058-dbac-47ce-9f3f-c8e9fd26c5c7,421,2021-05-21T01:27:58Z,barcode17,?,29904,0,0,197,203
f9ce55be-5384-406b-a6f2-99a7265a5425,507,2021-05-21T01:28:44Z,barcode17,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13601,13984,381,382
