read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len
35260c2a-ff0b-4f74-a674-dbfba1a08dda,201,2021-05-20T13:03:04Z,barcode05,*,0,0,0,0,0
dc488d7b-ca4e-4cad-bb71-7468bc3f3806,219,2021-05-20T13:19:39Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28363,28458,93,95
ad1a6c43-d0ec-4ffa-814c-8cfca6d0b137,315,2021-05-20T13:38:07Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,25278,25437,146,150
d780064d-7659-436b-afab-59b23dbbc37a,519,2021-05-20T14:02:00Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15477,15868,382,386
433f7c11-1965-4de3-a030-5b8d7b7c215f,484,2021-05-20T14:02:27Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17381,17761,334,359
bb0d7a55-1e25-4bce-b97f-cd56e9a9e50c,481,2021-05-20T14:09:00Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14551,14923,330,349
8e3386fe-2dde-4bc2-82c8-3b05c1a440c4,186,2021-05-20T14:49:17Z,barcode05,*,0,0,0,0,0
20ae86a7-072b-4179-bf4c-51e9bd0e8312,481,2021-05-20T14:49:43Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,12118,12483,324,344
a6e67d45-e2c7-4d87-9d39-f8ed4a76cc04,272,2021-05-20T15:10:30Z,barcode05,*,0,0,0,0,0
d2c0672e-bd64-4737-8ded-69764b1c294b,275,2021-05-20T15:26:45Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26467,26587,116,117
67aecd26-5180-4162-9db2-7775e59f8716,500,2021-05-20T15:40:31Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15171,15560,364,375
b85bf109-8dc5-48b3-aa19-fe460ea805ed,506,2021-05-20T15:47:47Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15827,16210,370,376
f3e46074-994d-4b91-a8e9-3df2e6e49005,535,2021-05-20T16:02:38Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26230,26591,345,355
c2634887-2ecc-4618-9e01-fa8a8246fe9a,511,2021-05-20T16:11:23Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15171,15560,382,385
0b77b6f5-3b3c-4331-9bda-1b1face1c323,464,2021-05-20T16:41:16Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,21109,21456,332,335
74a7be84-43d2-42b6-9c8f-b50f8cbdb1e7,233,2021-05-20T16:43:00Z,barcode05,*,0,0,0,0,0
f99d0f95-2ed5-4a5c-91e3-f0db8fe435d7,502,2021-05-20T17:09:39Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28998,29376,358,365
9962bc42-f4b0-4e58-b1bf-f4bb0ac10006,504,2021-05-20T17:11:58Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,9479,9848,340,353
a45ec645-f982-4090-ab10-af76ff9fecb0,503,2021-05-20T17:12:26Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14864,15247,376,380
6ba51e4f-ede4-4062-ac19-8968930bcb4f,501,2021-05-20T18:07:41Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15172,15560,370,373
961854d3-0352-4887-acde-757b646659b8,447,2021-05-20T18:11:13Z,barcode05,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18343,18672,326,328
